RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6515,15625141,Porter,0,1,1,1,7,2,0,0,0,0
6516,15810898,Pan,2,0,0,2,2,2,0,1,0,0
6517,15775797,Esposito,1,1,0,1,7,3,0,1,0,0
6518,15795246,Kaeppel,1,2,0,2,9,2,1,1,1,0
6519,15795275,Lamb,0,1,0,2,4,2,0,0,1,1
6520,15571869,Lei,1,2,0,2,4,1,0,0,2,1
6521,15694143,Conti,1,0,0,2,10,1,1,0,1,0
6522,15748231,Hargreaves,1,2,1,1,4,2,1,0,2,0
6523,15632185,Yermolayev,1,0,0,2,1,2,1,0,1,0
6524,15806249,Kerr,1,1,0,1,4,2,0,1,1,0
6525,15743293,Waters,1,2,0,1,1,3,1,1,0,1
6526,15598157,Onyeorulu,2,0,1,1,4,1,1,0,1,0
6527,15700946,Kolesnikova,0,0,0,1,7,1,1,1,1,0
6528,15722692,Kazakova,0,0,1,1,3,1,1,0,1,0
6529,15696506,MacDonald,1,1,1,1,9,1,0,0,0,0
6530,15728823,Sharwood,2,1,0,1,10,2,1,0,1,0
6531,15808851,Bufkin,0,2,0,2,9,1,0,1,1,0
6532,15675231,Nwankwo,0,0,0,2,8,2,1,1,0,0
6533,15732299,Boniwell,2,0,1,2,4,3,1,1,1,0
6534,15706269,Willis,0,0,0,2,8,2,1,1,1,0
6535,15590078,Burns,1,1,1,1,9,1,1,1,2,0
6536,15776985,Kung,1,0,0,1,6,2,0,1,1,0
6537,15756743,Howells,1,0,0,1,7,1,1,0,0,0
6538,15782364,Bevan,0,1,0,1,3,1,0,0,1,0
6539,15604093,Neitenstein,0,0,1,1,4,2,1,1,0,1
6540,15749328,Johnson,1,0,0,2,1,2,1,0,0,1
6541,15656322,Sandover,0,2,1,1,3,1,1,0,0,0
6542,15685564,Nnamutaezinwa,2,1,1,1,5,1,1,1,2,0
6543,15785831,Sinclair,1,0,1,1,7,1,1,1,1,0
6544,15796218,Wei,2,2,1,1,1,2,1,1,1,0
6545,15716218,Higgins,1,0,0,2,3,1,0,1,2,0
6546,15572735,Chang,0,1,1,1,2,2,1,1,2,0
6547,15633840,Henderson,2,0,1,0,0,2,1,1,1,0
6548,15608760,Cox,1,0,0,1,4,1,1,1,0,0
6549,15627848,Tsui,1,0,1,1,7,2,1,0,1,0
6550,15792029,Lee,1,0,1,1,6,2,1,0,1,0
6551,15617331,Sergeyeva,1,2,0,1,3,1,1,1,1,1
6552,15651740,Napolitani,0,1,0,1,5,2,0,1,1,0
6553,15636407,Beatham,2,2,0,1,5,1,1,0,1,0
6554,15607526,Lu,1,2,1,2,1,1,1,0,2,1
6555,15632576,Yashina,0,0,1,1,4,1,1,0,1,0
6556,15581505,Bales,1,0,1,1,5,2,1,0,1,0
6557,15612207,Hill,2,2,0,2,1,1,0,1,0,1
6558,15707242,Ibeamaka,0,1,1,1,5,2,0,0,1,0
6559,15721937,Romilly,1,0,1,1,0,1,0,1,1,0
6560,15773852,Hayes,0,2,1,1,4,2,1,1,1,0
6561,15719778,Chiu,0,0,0,1,1,2,1,0,0,0
6562,15650538,Sun,0,2,0,2,7,1,1,0,0,1
6563,15797475,Brennan,2,0,1,2,3,1,1,0,2,1
6564,15780359,Storey,1,2,1,1,4,1,1,1,1,0
6565,15737104,Lawson,1,2,0,2,0,2,1,1,0,1
6566,15789936,T'ao,1,0,0,1,2,2,1,0,2,0
6567,15709523,Yao,0,2,0,1,0,2,1,1,1,0
6568,15593425,Bracewell,1,1,0,2,1,1,0,0,1,1
6569,15776725,Kerr,2,2,1,2,8,1,1,1,1,0
6570,15604706,Blake,0,2,1,1,1,1,1,0,1,1
6571,15790958,Sanders,1,1,1,1,4,2,1,1,0,0
6572,15747534,Torkelson,1,0,1,2,10,1,1,0,1,1
6573,15574237,Hsueh,1,0,0,1,8,2,1,1,1,0
6574,15690332,Wang,1,2,1,1,3,1,1,1,0,0
6575,15661290,Hightower,2,2,0,1,9,1,0,0,1,0
6576,15651883,Genovesi,2,2,0,2,6,1,1,0,2,1
6577,15808905,Levan,2,0,1,1,5,1,1,1,2,0
6578,15715532,Lai,1,2,1,1,4,1,0,1,1,0
6579,15786078,Loginov,2,0,0,1,9,2,1,0,2,0
6580,15652401,Lafleur,0,0,0,1,7,2,0,0,1,0
6581,15673074,Obidimkpa,0,2,0,1,6,1,1,1,2,0
6582,15598744,Ch'ang,0,2,0,2,6,1,1,1,2,1
6583,15785975,Mason,0,1,0,2,7,2,0,1,2,0
6584,15613180,Miranda,2,2,1,1,8,1,1,1,2,0
6585,15584229,Simon,1,2,0,1,9,1,1,1,2,0
6586,15773804,Golubeva,1,0,1,1,5,1,1,0,1,0
6587,15699515,Manfrin,1,2,1,1,7,2,1,1,0,0
6588,15705313,Stange,1,0,0,1,2,1,1,1,1,0
6589,15693817,Ferrari,0,1,1,1,5,2,1,0,0,0
6590,15673790,Taylor,0,2,1,2,7,2,0,1,2,0
6591,15674868,Wei,1,1,0,1,0,2,1,1,0,0
6592,15692110,Ch'eng,2,0,0,1,7,1,1,0,2,0
6593,15645904,Parsons,1,0,0,1,6,2,0,1,2,0
6594,15581332,Pan,1,2,0,1,1,2,1,1,2,0
6595,15808544,Cameron,2,0,0,1,3,1,0,0,1,1
6596,15734948,Igwebuike,1,1,1,1,7,2,0,0,1,0
6597,15654531,Tuan,0,0,1,1,5,2,0,0,2,1
6598,15637774,Fraser,0,0,1,1,5,1,0,0,1,0
6599,15677141,Turnbull,1,1,1,1,2,1,1,1,0,0
6600,15739578,Chiazagomekpere,2,0,1,2,6,1,1,0,1,1
6601,15697360,Yudina,0,0,0,1,2,1,0,1,2,1
6602,15655213,Udinese,1,2,0,2,8,1,1,1,2,1
6603,15580872,Chinweike,2,2,0,1,1,2,1,0,1,0
6604,15683213,Bergamaschi,0,0,0,1,10,2,0,1,2,0
6605,15801188,Milliner,2,0,0,2,6,1,0,1,1,0
6606,15645029,Knowles,2,1,0,1,5,2,1,0,0,0
6607,15633181,Swinton,2,0,1,1,6,2,0,1,1,0
6608,15598259,Gregory,1,2,0,2,9,1,1,0,2,0
6609,15576000,Chibueze,2,0,1,1,6,1,1,1,1,0
6610,15766047,Sukhorukova,2,0,0,2,2,1,1,1,1,0
6611,15596339,French,0,0,1,2,3,1,0,1,1,0
6612,15715199,Estrada,0,1,1,1,5,2,0,1,1,0
6613,15615938,Fleming,0,0,0,2,3,1,0,1,1,0
6614,15679991,Kennedy,0,0,0,1,7,2,0,1,1,0
6615,15626135,Combes,1,0,1,1,1,1,1,0,2,0
6616,15792934,Carruthers,1,0,1,1,8,2,0,0,2,0
6617,15744046,Andrejew,1,1,1,1,8,2,1,1,1,0
6618,15700826,Ko,1,2,0,2,1,2,0,1,1,0
6619,15756301,Daniels,1,2,0,1,3,1,0,1,1,0
6620,15586517,Toscano,1,0,1,1,5,1,1,1,0,0
6621,15751297,Wilson,2,0,1,1,5,2,1,0,2,0
6622,15710365,Thomson,1,0,1,2,0,2,1,0,2,1
6623,15679307,Kazantseva,0,0,0,2,1,1,0,1,1,0
6624,15610753,Cremonesi,0,0,1,1,3,1,1,1,0,0
6625,15811036,Ferri,0,0,1,2,7,1,0,1,1,0
6626,15610912,Ferri,1,1,0,2,6,1,1,0,0,0
6627,15619932,Lombardi,2,0,1,2,7,1,0,1,1,0
6628,15746199,Eluemuno,0,0,0,2,6,1,1,1,1,1
6629,15584967,Chiganu,1,1,1,2,6,2,1,1,1,0
6630,15734365,Hsueh,0,0,1,1,5,2,0,1,0,0
6631,15726960,O'Brien,2,0,0,1,3,2,1,1,1,0
6632,15665177,Booth,1,0,1,2,3,2,0,1,1,0
6633,15779915,O'Loghlin,1,1,1,1,5,1,1,0,0,0
6634,15729110,Lavrov,2,1,0,2,7,2,1,0,1,1
6635,15575399,Somadina,0,0,0,2,1,2,1,0,1,0
6636,15678374,Colombo,1,0,0,2,5,2,1,1,2,0
6637,15792679,Troupe,0,0,1,1,2,2,1,1,1,0
6638,15668767,Kenenna,2,0,1,1,3,2,1,0,2,0
6639,15761886,Franklin,2,0,1,1,4,1,1,1,1,0
6640,15583076,Deleon,1,2,1,2,6,2,1,0,2,0
6641,15815615,Kung,1,0,1,1,5,1,1,1,2,0
6642,15591942,Zito,1,1,0,1,7,2,1,1,0,0
6643,15724924,Giordano,1,0,0,1,6,1,0,1,0,0
6644,15762123,Davide,1,1,0,1,1,2,1,0,1,0
6645,15567893,Lei,0,2,1,1,3,2,1,0,1,0
6646,15648989,Moss,2,0,1,1,4,1,1,0,2,0
6647,15662021,Lucciano,1,1,0,2,2,2,0,0,2,0
6648,15691627,Tai,1,0,0,1,8,1,1,1,0,0
6649,15731751,Osinachi,0,0,0,1,1,1,0,1,1,0
6650,15635277,Coates,1,1,1,2,7,1,1,0,2,0
6651,15655252,Larionova,2,2,1,2,10,1,1,1,1,0
6652,15803941,Seleznev,1,0,1,2,10,1,0,0,0,0
6653,15714380,Butcher,2,0,1,1,5,2,0,0,1,0
6654,15666559,Gould,1,2,1,1,8,2,1,1,1,0
6655,15799998,Cunningham,1,0,0,1,8,1,0,0,1,0
6656,15703763,Sanderson,0,0,1,2,7,1,1,1,1,0
6657,15795640,Mai,1,2,0,1,1,2,0,0,2,0
6658,15780056,Reid,1,1,1,1,4,1,1,0,0,0
6659,15777873,Downer,1,0,0,1,5,1,0,0,1,1
6660,15584749,Humphries,1,2,1,1,4,1,1,0,0,0
6661,15765258,Bochsa,2,0,0,1,5,2,1,1,1,0
6662,15623346,Czajkowski,2,0,1,1,4,2,1,0,0,0
6663,15614054,Pankhurst,1,0,1,1,1,2,0,1,1,0
6664,15766185,She,2,2,1,1,4,1,1,1,1,0
6665,15667632,Birdseye,1,0,0,2,7,2,0,1,1,0
6666,15599024,Hope,0,1,1,1,8,2,0,1,2,0
6667,15798709,Gill,1,1,1,1,3,1,0,1,0,0
6668,15741921,Moon,1,1,0,1,8,2,1,1,1,0
6669,15793671,Watt,1,0,1,1,5,1,1,0,2,0
6670,15797900,Chinomso,0,0,1,2,9,1,0,0,0,1
6671,15667932,Bellucci,2,1,0,2,10,2,1,1,1,0
6672,15795933,Barese,1,0,0,2,3,2,1,1,2,0
6673,15660403,Fleming,2,1,0,1,0,2,0,1,2,0
6674,15736299,Bell,2,0,0,1,8,1,0,0,1,0
6675,15759034,Li Fonti,1,0,1,1,2,1,1,0,0,0
6676,15724663,Christmas,1,1,0,1,5,2,0,0,2,0
6677,15594556,Chuter,1,1,1,2,8,2,1,1,1,0
6678,15737169,Johnson,1,1,1,1,8,1,1,1,2,0
6679,15632472,Scott,0,1,0,1,1,1,0,1,1,0
6680,15722813,Byrne,0,1,1,1,4,1,1,0,1,0
6681,15588450,Chukwudi,1,0,0,2,8,1,1,1,0,0
6682,15736717,Ma,1,0,1,1,7,1,1,1,2,0
6683,15680683,Simmons,1,1,1,1,5,2,1,0,1,0
6684,15710316,Fang,0,1,0,2,5,1,1,1,1,0
6685,15746333,Blake,0,0,0,2,3,3,1,0,0,1
6686,15606861,Tien,1,0,1,1,8,2,1,0,0,0
6687,15641285,Yusupova,1,1,1,2,3,1,0,1,1,0
6688,15662908,Davidson,2,2,1,1,7,2,1,1,1,0
6689,15814267,Zhdanova,0,0,1,1,6,1,1,1,1,0
6690,15614923,Nielson,1,1,1,2,7,1,0,1,0,0
6691,15579223,Niu,0,2,1,1,8,1,1,0,2,0
6692,15651389,Kay,0,1,1,1,8,1,0,1,2,0
6693,15677087,Green,1,0,0,1,5,1,0,0,0,0
6694,15665784,She,1,0,1,1,9,1,1,0,0,0
6695,15576706,Ajuluchukwu,1,2,1,1,9,1,0,1,2,0
6696,15615473,Sabbatini,1,0,0,1,2,2,0,0,2,0
6697,15587299,Board,0,0,0,2,3,1,1,0,1,0
6698,15655389,Leckie,1,0,1,2,1,1,1,1,0,0
6699,15784491,Ho,2,0,0,1,6,1,0,0,1,0
6700,15809999,Gordon,1,0,0,2,3,2,1,0,1,0
6701,15681115,Iroawuchi,2,1,1,1,10,1,1,1,1,0
6702,15629390,Liao,1,0,1,1,7,1,1,0,1,0
6703,15792668,Hamilton,1,2,1,1,7,2,1,0,1,1
6704,15583863,Chimaobim,1,2,1,2,8,1,0,0,2,1
6705,15681878,Fan,0,2,1,2,3,2,1,1,2,1
6706,15782875,Cayley,1,0,1,1,5,2,1,1,0,0
6707,15732235,Kuykendall,1,0,1,2,0,1,0,1,0,0
6708,15735909,McDonald,1,2,0,1,8,1,1,0,1,1
6709,15653448,Duncan,2,0,1,1,7,2,1,1,1,0
6710,15587647,Browne,2,2,0,2,0,1,0,1,1,1
6711,15701037,Barton,0,0,1,1,2,2,1,0,1,0
6712,15727499,Boyle,1,2,0,1,3,2,0,0,1,0
6713,15724838,Moretti,1,0,0,2,4,1,1,0,2,0
6714,15666711,Ukaegbulam,1,0,0,2,0,3,0,1,1,1
6715,15588933,Nwankwo,2,0,0,1,3,1,1,1,1,0
6716,15763111,Niu,2,1,0,2,10,1,0,1,2,0
6717,15805676,Hsu,0,1,1,1,4,2,1,0,0,0
6718,15586674,Shaw,1,1,0,2,5,1,0,1,1,1
6719,15744553,Ho,0,0,1,1,2,1,1,0,1,0
6720,15776629,Christie,1,0,0,1,4,2,0,0,2,0
6721,15647207,Onwuemelie,1,0,1,1,7,2,1,0,1,0
6722,15715638,Ch'ang,2,2,1,2,3,2,0,1,0,0
6723,15750602,Clendinnen,1,0,1,1,5,1,1,0,0,0
6724,15766810,Onyemauchechi,1,2,0,2,2,2,0,1,1,0
6725,15756625,Crawford,2,0,0,2,8,2,1,0,1,1
6726,15639552,Mellor,1,2,0,1,8,1,0,0,1,0
6727,15633213,Rizzo,1,1,1,2,8,1,0,0,1,1
6728,15610416,Christie,2,0,0,1,9,1,1,0,0,1
6729,15715208,Watkins,2,2,0,1,10,1,1,1,1,0
6730,15619608,Ojiofor,0,2,0,2,10,1,1,0,2,1
6731,15628697,Tung,1,1,1,2,9,1,0,1,1,0
6732,15643826,McKay,0,0,1,1,4,2,1,1,2,0
6733,15718588,Meng,0,0,0,1,9,2,0,0,1,0
6734,15709741,Hussain,1,0,1,1,4,1,1,0,2,0
6735,15723318,Mactier,1,0,0,2,0,3,0,0,1,1
6736,15717328,Hsueh,2,0,0,1,4,2,1,0,1,1
6737,15771299,Nnachetam,1,0,0,2,1,1,1,1,2,1
6738,15706223,Barnes,1,1,1,1,2,2,1,1,0,0
6739,15612358,Christie,0,2,1,1,9,2,1,1,1,0
6740,15769191,Lipton,0,0,1,2,8,2,1,1,2,0
6741,15618816,Yu,1,2,0,1,2,1,0,1,1,0
6742,15730810,Storey,1,1,1,2,9,1,1,1,0,0
6743,15783463,Read,1,0,0,1,1,2,1,0,0,0
6744,15616213,Levy,0,2,0,2,9,1,1,0,2,1
6745,15611287,Chiu,2,0,0,1,4,2,0,1,1,0
6746,15786454,Moore,0,1,1,2,3,1,1,1,0,0
6747,15768682,Amies,1,1,1,1,3,1,1,1,1,0
6748,15766172,Tsao,0,0,1,1,3,1,1,0,1,0
6749,15637646,Rowley,2,0,1,1,10,1,0,0,1,0
6750,15653404,Aliyev,1,1,0,1,9,1,0,1,2,0
6751,15690546,Riley,1,0,0,2,2,4,0,0,1,1
6752,15735636,Toscano,1,0,0,2,2,1,1,1,0,1
6753,15605424,Oluchukwu,1,1,1,1,7,1,1,0,1,0
6754,15568449,Fu,1,1,1,1,7,1,1,1,0,0
6755,15688085,Warner,1,1,0,1,3,1,0,1,0,0
6756,15683483,Fleming,2,1,1,1,3,2,1,1,2,0
6757,15659567,Ch'iu,0,0,0,1,9,2,1,1,1,1
6758,15766667,Langler,1,1,1,1,2,2,0,1,0,0
6759,15624975,Angelo,1,1,1,1,1,1,0,1,1,0
6760,15660878,T'ien,1,0,1,2,1,2,1,1,0,0
6761,15586557,Milani,1,0,1,2,5,1,0,1,1,0
6762,15746183,Pye,0,0,0,1,4,2,1,1,2,0
6763,15631457,Asher,1,0,1,1,5,1,0,1,2,0
6764,15754053,Chung,2,0,0,2,7,3,1,1,1,0
6765,15645839,Yudin,0,0,1,1,6,1,1,1,2,0
6766,15689955,Arcuri,0,0,0,1,7,2,1,0,2,0
6767,15593510,Capon,1,2,0,1,5,1,1,1,1,1
6768,15654964,Piccio,1,1,1,2,7,1,1,0,1,0
6769,15594039,Lung,1,1,1,2,6,2,1,0,1,0
6770,15625929,Trevisan,2,0,0,2,7,1,0,0,0,0
6771,15815295,John,1,0,0,1,2,1,1,0,1,0
6772,15621818,Anayolisa,2,2,1,1,7,1,1,1,2,0
6773,15652700,Ritchie,0,0,1,1,6,2,1,1,1,0
6774,15636860,Ch'eng,1,0,1,2,4,1,1,0,1,0
6775,15569432,Macleod,1,0,0,2,9,2,1,1,1,1
6776,15751455,Boyle,0,0,0,2,5,1,1,0,2,1
6777,15800583,Chukwuemeka,1,1,0,2,8,1,0,0,1,0
6778,15770214,Bryant,2,0,0,1,7,2,1,0,1,0
6779,15613463,Hackett,1,2,0,2,6,2,1,1,2,0
6780,15587066,Kovaleva,0,0,1,1,2,1,0,0,2,1
6781,15693752,Reed,0,0,1,1,2,2,1,1,1,0
6782,15714874,Major,2,0,0,2,3,2,1,1,2,0
6783,15657809,Lo,1,0,1,2,10,3,1,1,1,1
6784,15651955,Hanson,1,0,1,1,4,2,0,1,0,0
6785,15570912,Ogbonnaya,2,2,0,1,9,2,1,1,2,0
6786,15640266,Windsor,1,1,1,2,5,1,1,1,1,0
6787,15652069,Calabrese,2,0,1,1,1,2,1,0,1,0
6788,15596074,Keating,0,0,1,1,10,1,1,1,1,0
6789,15800268,Costa,2,2,1,1,6,1,0,1,1,0
6790,15809847,Tan,1,0,1,2,0,2,0,0,0,0
6791,15599074,Ma,0,1,0,1,6,1,0,1,2,0
6792,15599591,Martin,1,2,0,1,7,2,1,0,1,0
6793,15776096,Halpern,1,1,1,1,3,1,0,1,2,0
6794,15611669,Nyhan,1,2,1,2,7,1,0,1,0,1
6795,15694098,Jackson,0,0,0,2,9,1,1,1,1,0
6796,15713347,Reynolds,0,1,1,2,6,1,1,0,2,0
6797,15713094,Tai,1,0,0,1,8,2,1,1,1,0
6798,15811978,Trevisani,1,2,1,2,2,1,1,1,1,0
6799,15799925,Uwakwe,2,0,1,2,6,2,1,1,1,0
6800,15692575,Kerr,2,0,1,1,6,1,1,0,1,1
6801,15743149,Findlay,1,0,0,1,8,1,1,1,1,0
6802,15776947,Ugorji,1,1,1,2,8,1,1,0,0,1
6803,15700656,Balashova,1,0,1,1,9,2,0,0,1,0
6804,15594515,Cheng,0,0,0,2,7,2,0,0,1,1
6805,15787884,Martin,1,0,0,1,7,2,1,1,0,0
6806,15577988,Skinner,1,0,0,1,1,2,1,1,0,0
6807,15795586,McDonald,0,0,1,1,1,1,1,0,2,0
6808,15677739,Dellucci,0,0,1,1,6,2,1,0,0,0
6809,15720134,Reynolds,1,2,1,1,9,2,1,1,1,0
6810,15688868,Birdsall,1,0,0,1,5,1,0,0,1,0
6811,15642996,Tsai,0,2,0,2,9,2,1,0,1,0
6812,15771222,Oguejiofor,2,0,0,2,5,2,0,0,0,0
6813,15605059,Mackie,0,2,1,2,3,1,1,0,1,1
6814,15568088,Jamieson,0,2,1,2,3,1,1,0,1,0
6815,15665943,Mai,0,0,1,1,6,2,1,0,1,0
6816,15795571,Patterson,1,1,1,1,0,1,0,1,1,0
6817,15662243,Taylor,0,0,1,2,5,1,0,0,2,1
6818,15593128,Vinogradoff,1,0,0,2,10,2,1,0,1,1
6819,15589739,North,1,0,1,2,3,1,1,1,0,0
6820,15787602,Carter,0,1,1,1,5,2,1,1,1,0
6821,15685019,Graham,0,0,1,1,3,1,1,0,1,0
6822,15704209,Noble,2,0,0,1,7,2,0,1,1,1
6823,15605264,Walker,1,2,1,2,0,2,1,1,2,0
6824,15708265,Chibugo,0,1,0,1,10,1,1,1,1,1
6825,15740264,Yobachi,1,0,1,1,9,2,1,0,1,0
6826,15615477,Ignatyeva,0,1,0,2,1,2,0,0,0,0
6827,15727361,Chiemela,0,0,0,2,1,2,1,1,1,0
6828,15760216,Pokrovskaya,2,0,0,2,10,1,1,0,2,1
6829,15806134,Storey,1,2,1,1,9,2,1,0,1,0
6830,15601351,Moroney,2,0,1,2,9,1,1,1,1,0
6831,15669262,Maslov,2,0,1,2,9,2,0,0,1,0
6832,15696989,Chukwueloka,0,2,0,2,8,3,0,0,2,1
6833,15688498,Chu,1,2,0,1,2,2,1,0,2,0
6834,15686964,Spence,1,0,0,1,10,1,0,0,1,0
6835,15625035,Mills,1,0,1,2,8,2,1,1,1,0
6836,15618391,Doyle,2,0,1,1,6,2,1,1,1,0
6837,15591344,Donnelly,1,1,1,2,6,2,1,1,1,0
6838,15605455,Tai,1,0,1,1,9,2,1,0,2,0
6839,15680804,Abbott,2,0,1,1,6,2,1,1,0,0
6840,15768282,Perez,2,2,1,1,6,2,1,1,0,0
6841,15685826,Hsiung,0,0,1,1,7,1,1,0,1,0
6842,15793491,Cherkasova,1,2,1,1,3,2,1,0,1,0
6843,15797787,Denisov,1,0,1,1,1,1,1,0,1,0
6844,15611171,Fowler,2,0,1,1,1,1,1,1,1,0
6845,15601627,Siciliano,1,0,1,1,8,1,0,0,1,0
6846,15734085,Crocker,0,2,1,1,5,1,1,1,1,0
6847,15809309,Longo,1,1,0,1,5,1,0,1,1,0
6848,15809462,Polyakova,1,0,1,1,3,2,0,1,0,0
6849,15634628,Brown,0,0,0,1,1,2,0,0,2,0
6850,15775678,Uspensky,1,0,0,2,1,1,1,1,2,0
6851,15579526,O'Meara,0,0,1,2,1,1,1,1,0,0
6852,15779103,Cantamessa,0,2,0,1,9,2,1,0,1,0
6853,15738715,Alexander,1,0,0,1,4,3,1,0,0,1
6854,15593943,Chinagorom,1,0,0,2,1,1,1,1,0,0
6855,15754574,Tomlinson,2,1,1,1,5,2,1,1,1,0
6856,15737814,Lo,1,0,1,2,2,1,1,0,1,1
6857,15670889,Nwachukwu,0,0,1,1,1,1,1,1,2,0
6858,15629299,Yang,0,2,0,2,1,1,1,1,0,1
6859,15771569,Bage,0,2,1,2,4,1,1,1,0,0
6860,15811927,Marcelo,2,0,0,1,3,1,0,0,0,0
6861,15785654,Ofodile,2,2,1,2,6,2,1,1,1,1
6862,15665524,Savage,1,1,1,2,5,1,0,0,1,0
6863,15736287,Piccio,1,0,1,1,9,1,1,0,0,0
6864,15765732,Simmons,0,1,0,1,6,1,1,1,2,0
6865,15797381,DeRose,1,2,0,2,3,2,1,1,1,1
6866,15598536,Onuchukwu,2,2,0,1,0,1,0,1,2,0
6867,15664506,Goodwin,1,1,1,1,8,1,1,1,1,0
6868,15575619,Teakle,1,1,0,1,1,1,1,1,0,0
6869,15587394,Thomson,0,0,1,1,4,2,0,0,1,0
6870,15654457,Cross,1,1,0,1,2,3,1,1,2,1
6871,15762793,Jones,2,2,0,1,0,2,1,1,1,0
6872,15658067,Walker,1,2,0,2,3,1,1,0,2,1
6873,15642816,De Salis,2,0,0,1,7,2,1,1,0,0
6874,15693088,Oliver,1,0,0,1,9,2,1,1,0,0
6875,15793883,Lo Duca,2,0,1,1,3,2,1,0,0,0
6876,15665283,Brookes,1,0,0,2,7,4,0,1,1,1
6877,15680421,Challis,1,0,0,2,10,2,0,0,2,0
6878,15695148,Ibeabuchi,1,1,0,1,9,2,1,1,1,0
6879,15636592,Iroawuchi,1,0,1,1,0,2,0,1,0,1
6880,15772618,Tyler,1,0,1,1,7,1,0,1,1,0
6881,15724453,Fan,0,0,1,1,2,1,0,0,2,0
6882,15565878,Bates,1,1,1,1,3,2,1,1,2,0
6883,15609160,Marsden,1,0,1,1,1,2,0,0,0,0
6884,15678460,Dodgshun,1,0,1,1,9,1,1,0,0,0
6885,15662571,Maclean,1,0,1,1,8,2,1,0,2,0
6886,15606849,Blackall,1,0,0,1,1,1,1,1,0,0
6887,15670738,Mazzanti,2,2,1,2,2,2,1,0,0,0
6888,15662641,Amadi,2,0,1,0,8,1,1,1,1,0
6889,15727539,Schoenheimer,1,0,0,1,4,2,1,0,0,0
6890,15651020,Fiorentino,0,0,0,1,6,2,0,0,0,0
6891,15673877,Murray,0,0,1,1,1,3,1,0,2,1
6892,15760865,Fan,2,2,0,2,7,1,1,0,1,1
6893,15705009,Cartwright,1,0,0,2,8,1,1,0,1,1
6894,15657540,Cremonesi,0,0,1,2,5,2,1,0,2,0
6895,15707441,White,1,1,1,1,8,1,1,1,1,0
6896,15694765,Sabbatini,1,2,1,2,6,1,1,0,2,1
6897,15649086,Patterson,1,0,1,2,7,2,1,1,1,0
6898,15650488,Bromley,0,0,0,2,6,1,1,1,1,1
6899,15760924,Doherty,0,1,1,2,2,1,0,0,1,0
6900,15700263,Ifeatu,0,0,1,2,2,1,1,0,1,1
6901,15806922,Bergamaschi,1,1,0,2,4,1,1,1,2,0
6902,15637522,Shubina,0,0,0,1,0,1,0,1,0,0
6903,15636548,Lung,0,1,1,2,7,2,0,0,2,0
6904,15566891,Kinder,1,2,0,2,3,1,1,0,2,0
6905,15627185,Terry,2,2,1,1,6,2,1,0,1,0
6906,15754012,Shepherdson,1,0,0,1,1,2,1,1,0,0
6907,15627514,Short,1,1,0,2,3,2,0,1,1,0
6908,15661433,Zetticci,0,0,1,1,5,1,1,0,1,0
6909,15610653,Belov,2,1,0,1,5,2,1,1,0,0
6910,15667002,Knight,1,1,1,2,5,2,1,0,0,0
6911,15709199,Burson,0,1,0,1,1,1,1,1,2,0
6912,15710087,Nicholls,1,2,0,2,3,3,1,0,1,1
6913,15679884,Hs?eh,0,0,1,2,10,3,1,1,1,1
6914,15784180,Ku,0,0,0,1,7,1,1,1,0,1
6915,15808849,T'ien,1,0,1,1,7,1,0,1,1,0
6916,15751549,H?,1,2,1,1,2,2,0,0,0,0
6917,15588235,Vasilieva,1,0,0,1,8,1,1,1,1,0
6918,15640418,Omeokachie,1,2,0,2,4,1,1,0,1,0
6919,15721116,Napolitano,1,1,1,1,0,2,1,1,2,0
6920,15599084,Hopwood,2,0,1,1,7,1,1,1,2,0
6921,15773394,Bergamaschi,1,0,1,1,3,2,1,1,1,0
6922,15625713,Lindeman,1,1,0,1,7,1,0,1,0,0
6923,15766417,McKinley,1,0,0,2,2,2,1,1,0,0
6924,15622578,Sergeyev,2,0,1,1,5,1,0,1,0,0
6925,15799924,Sanchez,1,1,1,2,1,1,0,0,1,0
6926,15618363,Muomelu,1,2,1,1,9,1,1,1,1,0
6927,15637138,Murray,1,0,1,1,1,2,1,0,0,0
6928,15781665,Ibekwe,1,0,0,1,5,1,0,0,0,0
6929,15804853,McVey,2,0,0,2,0,1,1,0,1,1
6930,15651627,White,1,2,1,1,1,1,1,1,1,1
6931,15680685,Patterson,2,0,1,1,3,1,0,0,1,0
6932,15808930,Mai,0,0,0,1,1,1,1,0,0,0
6933,15570970,Han,1,0,0,2,9,2,1,1,1,0
6934,15679961,Davidson,1,1,1,2,7,1,1,1,0,0
6935,15705458,Parkin,0,1,1,1,2,2,1,1,2,0
6936,15750396,McKissick,1,0,1,1,1,2,1,1,1,0
6937,15679928,Horsfall,1,0,0,1,2,2,0,1,1,0
6938,15711181,Clapp,1,0,0,2,4,2,0,1,2,0
6939,15698324,Azikiwe,2,0,0,1,4,1,1,1,1,0
6940,15807433,Zubarev,0,0,0,2,9,2,0,1,0,0
6941,15636590,Pisano,0,0,1,2,1,2,1,1,1,0
6942,15628950,Coates,0,2,1,1,6,1,1,0,1,0
6943,15617206,Trentino,0,2,1,2,8,2,1,0,1,0
6944,15603741,MacDonnell,2,1,1,1,4,1,1,1,2,0
6945,15742607,Ermakov,2,2,1,1,7,1,1,1,1,0
